# Randomly walking chords in minor using Am,Dm,Em with close voice leading
#
# Generator script:
#chords = [
# ['4E','4A','5C'],
# ['4E','4G','4B'],
# ['4D','4F','4A'],
# ['4C','4E','4A'],
# ['3B','4E','4G'],
# ['3A','4D','4F'],
# ['3A','4C','4E'],
# ['3G','3B','4E'],
# ['3F','3A','4D'],
# ['3E','3A','4C'],
# ['3E','3G','3B'],
# ['3D','3F','3A'],
# ['3C','3E','3A']
#]
#
#chord_num = 6
#for step in range(200):
# beat = 4*step
# chord = chords[chord_num]
# for note in chord:
#  print('R',0,beat,4,note)
# randinc = 2*random.randint(0,1)-1
# if((randinc==-1 and chord_num==0) or (randinc==1 and chord_num==12)):
#  randinc = -1*randinc
# chord_num += randinc
#
#for note in ['3C','3E','3A','4C','4E','4A','5C']:
# print('R',0,800,8,note)
#


R	0	0	4	3A
R	0	0	4	4C
R	0	0	4	4E
R	0	4	4	3G
R	0	4	4	3B
R	0	4	4	4E
R	0	8	4	3F
R	0	8	4	3A
R	0	8	4	4D
R	0	12	4	3E
R	0	12	4	3A
R	0	12	4	4C
R	0	16	4	3E
R	0	16	4	3G
R	0	16	4	3B
R	0	20	4	3E
R	0	20	4	3A
R	0	20	4	4C
R	0	24	4	3E
R	0	24	4	3G
R	0	24	4	3B
R	0	28	4	3D
R	0	28	4	3F
R	0	28	4	3A
R	0	32	4	3E
R	0	32	4	3G
R	0	32	4	3B
R	0	36	4	3E
R	0	36	4	3A
R	0	36	4	4C
R	0	40	4	3F
R	0	40	4	3A
R	0	40	4	4D
R	0	44	4	3E
R	0	44	4	3A
R	0	44	4	4C
R	0	48	4	3F
R	0	48	4	3A
R	0	48	4	4D
R	0	52	4	3G
R	0	52	4	3B
R	0	52	4	4E
R	0	56	4	3A
R	0	56	4	4C
R	0	56	4	4E
R	0	60	4	3A
R	0	60	4	4D
R	0	60	4	4F
R	0	64	4	3B
R	0	64	4	4E
R	0	64	4	4G
R	0	68	4	4C
R	0	68	4	4E
R	0	68	4	4A
R	0	72	4	4D
R	0	72	4	4F
R	0	72	4	4A
R	0	76	4	4C
R	0	76	4	4E
R	0	76	4	4A
R	0	80	4	3B
R	0	80	4	4E
R	0	80	4	4G
R	0	84	4	4C
R	0	84	4	4E
R	0	84	4	4A
R	0	88	4	3B
R	0	88	4	4E
R	0	88	4	4G
R	0	92	4	3A
R	0	92	4	4D
R	0	92	4	4F
R	0	96	4	3A
R	0	96	4	4C
R	0	96	4	4E
R	0	100	4	3G
R	0	100	4	3B
R	0	100	4	4E
R	0	104	4	3A
R	0	104	4	4C
R	0	104	4	4E
R	0	108	4	3A
R	0	108	4	4D
R	0	108	4	4F
R	0	112	4	3B
R	0	112	4	4E
R	0	112	4	4G
R	0	116	4	4C
R	0	116	4	4E
R	0	116	4	4A
R	0	120	4	4D
R	0	120	4	4F
R	0	120	4	4A
R	0	124	4	4E
R	0	124	4	4G
R	0	124	4	4B
R	0	128	4	4E
R	0	128	4	4A
R	0	128	4	5C
R	0	132	4	4E
R	0	132	4	4G
R	0	132	4	4B
R	0	136	4	4D
R	0	136	4	4F
R	0	136	4	4A
R	0	140	4	4E
R	0	140	4	4G
R	0	140	4	4B
R	0	144	4	4D
R	0	144	4	4F
R	0	144	4	4A
R	0	148	4	4E
R	0	148	4	4G
R	0	148	4	4B
R	0	152	4	4E
R	0	152	4	4A
R	0	152	4	5C
R	0	156	4	4E
R	0	156	4	4G
R	0	156	4	4B
R	0	160	4	4D
R	0	160	4	4F
R	0	160	4	4A
R	0	164	4	4C
R	0	164	4	4E
R	0	164	4	4A
R	0	168	4	3B
R	0	168	4	4E
R	0	168	4	4G
R	0	172	4	3A
R	0	172	4	4D
R	0	172	4	4F
R	0	176	4	3A
R	0	176	4	4C
R	0	176	4	4E
R	0	180	4	3A
R	0	180	4	4D
R	0	180	4	4F
R	0	184	4	3B
R	0	184	4	4E
R	0	184	4	4G
R	0	188	4	3A
R	0	188	4	4D
R	0	188	4	4F
R	0	192	4	3A
R	0	192	4	4C
R	0	192	4	4E
R	0	196	4	3G
R	0	196	4	3B
R	0	196	4	4E
R	0	200	4	3A
R	0	200	4	4C
R	0	200	4	4E
R	0	204	4	3G
R	0	204	4	3B
R	0	204	4	4E
R	0	208	4	3A
R	0	208	4	4C
R	0	208	4	4E
R	0	212	4	3G
R	0	212	4	3B
R	0	212	4	4E
R	0	216	4	3A
R	0	216	4	4C
R	0	216	4	4E
R	0	220	4	3A
R	0	220	4	4D
R	0	220	4	4F
R	0	224	4	3A
R	0	224	4	4C
R	0	224	4	4E
R	0	228	4	3G
R	0	228	4	3B
R	0	228	4	4E
R	0	232	4	3F
R	0	232	4	3A
R	0	232	4	4D
R	0	236	4	3G
R	0	236	4	3B
R	0	236	4	4E
R	0	240	4	3A
R	0	240	4	4C
R	0	240	4	4E
R	0	244	4	3G
R	0	244	4	3B
R	0	244	4	4E
R	0	248	4	3F
R	0	248	4	3A
R	0	248	4	4D
R	0	252	4	3E
R	0	252	4	3A
R	0	252	4	4C
R	0	256	4	3F
R	0	256	4	3A
R	0	256	4	4D
R	0	260	4	3E
R	0	260	4	3A
R	0	260	4	4C
R	0	264	4	3E
R	0	264	4	3G
R	0	264	4	3B
R	0	268	4	3E
R	0	268	4	3A
R	0	268	4	4C
R	0	272	4	3F
R	0	272	4	3A
R	0	272	4	4D
R	0	276	4	3G
R	0	276	4	3B
R	0	276	4	4E
R	0	280	4	3A
R	0	280	4	4C
R	0	280	4	4E
R	0	284	4	3G
R	0	284	4	3B
R	0	284	4	4E
R	0	288	4	3A
R	0	288	4	4C
R	0	288	4	4E
R	0	292	4	3G
R	0	292	4	3B
R	0	292	4	4E
R	0	296	4	3A
R	0	296	4	4C
R	0	296	4	4E
R	0	300	4	3G
R	0	300	4	3B
R	0	300	4	4E
R	0	304	4	3F
R	0	304	4	3A
R	0	304	4	4D
R	0	308	4	3G
R	0	308	4	3B
R	0	308	4	4E
R	0	312	4	3A
R	0	312	4	4C
R	0	312	4	4E
R	0	316	4	3A
R	0	316	4	4D
R	0	316	4	4F
R	0	320	4	3B
R	0	320	4	4E
R	0	320	4	4G
R	0	324	4	3A
R	0	324	4	4D
R	0	324	4	4F
R	0	328	4	3B
R	0	328	4	4E
R	0	328	4	4G
R	0	332	4	3A
R	0	332	4	4D
R	0	332	4	4F
R	0	336	4	3A
R	0	336	4	4C
R	0	336	4	4E
R	0	340	4	3A
R	0	340	4	4D
R	0	340	4	4F
R	0	344	4	3A
R	0	344	4	4C
R	0	344	4	4E
R	0	348	4	3A
R	0	348	4	4D
R	0	348	4	4F
R	0	352	4	3B
R	0	352	4	4E
R	0	352	4	4G
R	0	356	4	4C
R	0	356	4	4E
R	0	356	4	4A
R	0	360	4	4D
R	0	360	4	4F
R	0	360	4	4A
R	0	364	4	4C
R	0	364	4	4E
R	0	364	4	4A
R	0	368	4	4D
R	0	368	4	4F
R	0	368	4	4A
R	0	372	4	4C
R	0	372	4	4E
R	0	372	4	4A
R	0	376	4	4D
R	0	376	4	4F
R	0	376	4	4A
R	0	380	4	4C
R	0	380	4	4E
R	0	380	4	4A
R	0	384	4	3B
R	0	384	4	4E
R	0	384	4	4G
R	0	388	4	4C
R	0	388	4	4E
R	0	388	4	4A
R	0	392	4	4D
R	0	392	4	4F
R	0	392	4	4A
R	0	396	4	4E
R	0	396	4	4G
R	0	396	4	4B
R	0	400	4	4E
R	0	400	4	4A
R	0	400	4	5C
R	0	404	4	4E
R	0	404	4	4G
R	0	404	4	4B
R	0	408	4	4E
R	0	408	4	4A
R	0	408	4	5C
R	0	412	4	4E
R	0	412	4	4G
R	0	412	4	4B
R	0	416	4	4D
R	0	416	4	4F
R	0	416	4	4A
R	0	420	4	4C
R	0	420	4	4E
R	0	420	4	4A
R	0	424	4	4D
R	0	424	4	4F
R	0	424	4	4A
R	0	428	4	4C
R	0	428	4	4E
R	0	428	4	4A
R	0	432	4	3B
R	0	432	4	4E
R	0	432	4	4G
R	0	436	4	4C
R	0	436	4	4E
R	0	436	4	4A
R	0	440	4	3B
R	0	440	4	4E
R	0	440	4	4G
R	0	444	4	3A
R	0	444	4	4D
R	0	444	4	4F
R	0	448	4	3A
R	0	448	4	4C
R	0	448	4	4E
R	0	452	4	3A
R	0	452	4	4D
R	0	452	4	4F
R	0	456	4	3A
R	0	456	4	4C
R	0	456	4	4E
R	0	460	4	3G
R	0	460	4	3B
R	0	460	4	4E
R	0	464	4	3F
R	0	464	4	3A
R	0	464	4	4D
R	0	468	4	3G
R	0	468	4	3B
R	0	468	4	4E
R	0	472	4	3F
R	0	472	4	3A
R	0	472	4	4D
R	0	476	4	3G
R	0	476	4	3B
R	0	476	4	4E
R	0	480	4	3A
R	0	480	4	4C
R	0	480	4	4E
R	0	484	4	3A
R	0	484	4	4D
R	0	484	4	4F
R	0	488	4	3A
R	0	488	4	4C
R	0	488	4	4E
R	0	492	4	3G
R	0	492	4	3B
R	0	492	4	4E
R	0	496	4	3F
R	0	496	4	3A
R	0	496	4	4D
R	0	500	4	3E
R	0	500	4	3A
R	0	500	4	4C
R	0	504	4	3E
R	0	504	4	3G
R	0	504	4	3B
R	0	508	4	3E
R	0	508	4	3A
R	0	508	4	4C
R	0	512	4	3F
R	0	512	4	3A
R	0	512	4	4D
R	0	516	4	3E
R	0	516	4	3A
R	0	516	4	4C
R	0	520	4	3F
R	0	520	4	3A
R	0	520	4	4D
R	0	524	4	3G
R	0	524	4	3B
R	0	524	4	4E
R	0	528	4	3A
R	0	528	4	4C
R	0	528	4	4E
R	0	532	4	3G
R	0	532	4	3B
R	0	532	4	4E
R	0	536	4	3A
R	0	536	4	4C
R	0	536	4	4E
R	0	540	4	3A
R	0	540	4	4D
R	0	540	4	4F
R	0	544	4	3B
R	0	544	4	4E
R	0	544	4	4G
R	0	548	4	3A
R	0	548	4	4D
R	0	548	4	4F
R	0	552	4	3B
R	0	552	4	4E
R	0	552	4	4G
R	0	556	4	3A
R	0	556	4	4D
R	0	556	4	4F
R	0	560	4	3A
R	0	560	4	4C
R	0	560	4	4E
R	0	564	4	3G
R	0	564	4	3B
R	0	564	4	4E
R	0	568	4	3F
R	0	568	4	3A
R	0	568	4	4D
R	0	572	4	3E
R	0	572	4	3A
R	0	572	4	4C
R	0	576	4	3E
R	0	576	4	3G
R	0	576	4	3B
R	0	580	4	3E
R	0	580	4	3A
R	0	580	4	4C
R	0	584	4	3F
R	0	584	4	3A
R	0	584	4	4D
R	0	588	4	3E
R	0	588	4	3A
