# Randomized melody using A minor scale and A minor triad
# Walking from and to a randomly selected A or E

# Generator script:
#from random import randint
#notes_dia = ['2E','2F','2G','2A','2B','3C','3D','3E','3F','3G','3A','3B','4C','4D','4E','4F','4G','4A']
#notes_triad = ['2E','2A','3C','3E','3A','4C','4E','4A']
#targets_dia = [0,3,7,10,14,17]
#targets_triad = [0,1,3,4,6,7]
#scale = 'diatonic'
#note_num = 3
#steps = 7
#direction = 1
#for beat in range(400):
# if scale=='diatonic':
#  print('R',0,beat,1,notes_dia[note_num])
# else:
#  print('R',0,beat,1,notes_triad[note_num])
# if steps>=0:
#  steps -= 1
#  note_num += direction
#  if note_num<0:
#   steps = -1
#  if scale=='diatonic' and note_num>=len(notes_dia):
#   steps = -1
#  if scale=='triad' and note_num>=len(notes_triad):
#   steps = -1
# if steps<0:
#  scale = ['diatonic','triad'][randint(0,1)]
# if steps<0 and scale=='diatonic':
#  note_num = targets_dia[randint(0,5)]
#  target = targets_dia[randint(0,5)]
#  steps = abs(target-note_num)
#  if steps>=7 and randint(0,1)==0:
#   target = targets[randint(0,5)]
#   steps = abs(target-note_num)
#  direction = 1 if target>note_num else -1
# if steps<0 and scale=='triad':
#  note_num = targets_triad[randint(0,5)]
#  target = targets_triad[randint(0,5)]
#  steps = abs(target-note_num)
#  direction = 1 if target>note_num else -1

R	0	0	1	2A
R	0	1	1	2B
R	0	2	1	3C
R	0	3	1	3D
R	0	4	1	3E
R	0	5	1	3F
R	0	6	1	3G
R	0	7	1	3A
R	0	8	1	2A
R	0	9	1	3C
R	0	10	1	3E
R	0	11	1	3A
R	0	12	1	4C
R	0	13	1	4E
R	0	14	1	4A
R	0	15	1	4E
R	0	16	1	4C
R	0	17	1	3A
R	0	18	1	3E
R	0	19	1	3C
R	0	20	1	2A
R	0	21	1	2E
R	0	22	1	4A
R	0	23	1	4E
R	0	24	1	4C
R	0	25	1	3A
R	0	26	1	3E
R	0	27	1	3C
R	0	28	1	2A
R	0	29	1	2E
R	0	30	1	3A
R	0	31	1	3A
R	0	32	1	4C
R	0	33	1	4E
R	0	34	1	4A
R	0	35	1	3A
R	0	36	1	3E
R	0	37	1	3C
R	0	38	1	2A
R	0	39	1	2E
R	0	40	1	4E
R	0	41	1	4C
R	0	42	1	3A
R	0	43	1	3E
R	0	44	1	3C
R	0	45	1	2A
R	0	46	1	2E
R	0	47	1	4E
R	0	48	1	4E
R	0	49	1	4D
R	0	50	1	4C
R	0	51	1	3B
R	0	52	1	3A
R	0	53	1	3G
R	0	54	1	3F
R	0	55	1	3E
R	0	56	1	3D
R	0	57	1	3C
R	0	58	1	2B
R	0	59	1	2A
R	0	60	1	2G
R	0	61	1	2F
R	0	62	1	2E
R	0	63	1	3E
R	0	64	1	3A
R	0	65	1	3E
R	0	66	1	3C
R	0	67	1	2A
R	0	68	1	2A
R	0	69	1	2B
R	0	70	1	3C
R	0	71	1	3D
R	0	72	1	3E
R	0	73	1	4E
R	0	74	1	4D
R	0	75	1	4C
R	0	76	1	3B
R	0	77	1	3A
R	0	78	1	3G
R	0	79	1	3F
R	0	80	1	3E
R	0	81	1	3D
R	0	82	1	3C
R	0	83	1	2B
R	0	84	1	2A
R	0	85	1	3E
R	0	86	1	3C
R	0	87	1	2A
R	0	88	1	2E
R	0	89	1	2A
R	0	90	1	3C
R	0	91	1	3E
R	0	92	1	3A
R	0	93	1	4C
R	0	94	1	4E
R	0	95	1	4E
R	0	96	1	4C
R	0	97	1	3A
R	0	98	1	3E
R	0	99	1	3C
R	0	100	1	2A
R	0	101	1	2A
R	0	102	1	2B
R	0	103	1	3C
R	0	104	1	3D
R	0	105	1	3E
R	0	106	1	3F
R	0	107	1	3G
R	0	108	1	3A
R	0	109	1	2A
R	0	110	1	2B
R	0	111	1	3C
R	0	112	1	3D
R	0	113	1	3E
R	0	114	1	3F
R	0	115	1	3G
R	0	116	1	3A
R	0	117	1	3B
R	0	118	1	4C
R	0	119	1	4D
R	0	120	1	4E
R	0	121	1	3A
R	0	122	1	3B
R	0	123	1	4C
R	0	124	1	4D
R	0	125	1	4E
R	0	126	1	4A
R	0	127	1	4G
R	0	128	1	4F
R	0	129	1	4E
R	0	130	1	4D
R	0	131	1	4C
R	0	132	1	3B
R	0	133	1	3A
R	0	134	1	4E
R	0	135	1	4D
R	0	136	1	4C
R	0	137	1	3B
R	0	138	1	3A
R	0	139	1	3G
R	0	140	1	3F
R	0	141	1	3E
R	0	142	1	3D
R	0	143	1	3C
R	0	144	1	2B
R	0	145	1	2A
R	0	146	1	2G
R	0	147	1	2F
R	0	148	1	2E
R	0	149	1	2A
R	0	150	1	3E
R	0	151	1	2A
R	0	152	1	3C
R	0	153	1	3E
R	0	154	1	3A
R	0	155	1	4C
R	0	156	1	4E
R	0	157	1	2A
R	0	158	1	3E
R	0	159	1	3F
R	0	160	1	3G
R	0	161	1	3A
R	0	162	1	3A
R	0	163	1	3E
R	0	164	1	3C
R	0	165	1	2A
R	0	166	1	2E
R	0	167	1	2A
R	0	168	1	4A
R	0	169	1	4G
R	0	170	1	4F
R	0	171	1	4E
R	0	172	1	4D
R	0	173	1	4C
R	0	174	1	3B
R	0	175	1	3A
R	0	176	1	3G
R	0	177	1	3F
R	0	178	1	3E
R	0	179	1	3D
R	0	180	1	3C
R	0	181	1	2B
R	0	182	1	2A
R	0	183	1	2G
R	0	184	1	2F
R	0	185	1	2E
R	0	186	1	4E
R	0	187	1	4D
R	0	188	1	4C
R	0	189	1	3B
R	0	190	1	3A
R	0	191	1	3G
R	0	192	1	3F
R	0	193	1	3E
R	0	194	1	3D
R	0	195	1	3C
R	0	196	1	2B
R	0	197	1	2A
R	0	198	1	2A
R	0	199	1	3E
R	0	200	1	3D
R	0	201	1	3C
R	0	202	1	2B
R	0	203	1	2A
R	0	204	1	2E
R	0	205	1	2A
R	0	206	1	3A
R	0	207	1	4C
R	0	208	1	4E
R	0	209	1	4A
R	0	210	1	2E
R	0	211	1	2A
R	0	212	1	3C
R	0	213	1	3E
R	0	214	1	3A
R	0	215	1	3E
R	0	216	1	3C
R	0	217	1	2A
R	0	218	1	2E
R	0	219	1	3A
R	0	220	1	4C
R	0	221	1	4E
R	0	222	1	3A
R	0	223	1	3E
R	0	224	1	4A
R	0	225	1	4G
R	0	226	1	4F
R	0	227	1	4E
R	0	228	1	4D
R	0	229	1	4C
R	0	230	1	3B
R	0	231	1	3A
R	0	232	1	3G
R	0	233	1	3F
R	0	234	1	3E
R	0	235	1	3D
R	0	236	1	3C
R	0	237	1	2B
R	0	238	1	2A
R	0	239	1	2G
R	0	240	1	2F
R	0	241	1	2E
R	0	242	1	3A
R	0	243	1	3G
R	0	244	1	3F
R	0	245	1	3E
R	0	246	1	3D
R	0	247	1	3C
R	0	248	1	2B
R	0	249	1	2A
R	0	250	1	2G
R	0	251	1	2F
R	0	252	1	2E
R	0	253	1	4E
R	0	254	1	3E
R	0	255	1	3C
R	0	256	1	2A
R	0	257	1	4A
R	0	258	1	4G
R	0	259	1	4F
R	0	260	1	4E
R	0	261	1	4D
R	0	262	1	4C
R	0	263	1	3B
R	0	264	1	3A
R	0	265	1	3G
R	0	266	1	3F
R	0	267	1	3E
