# Randomized beat based on jazz air conditioner
# https://www.youtube.com/watch?v=dmKTfro4g6Y
# TODO: vary the volume a bit at random, add a small random deviation to the timing, and add some super-fast double hits
#!tempo:double
#
# Generator script:
#import random
#beat = 0
#for x in range(300):
# duration = random.choice([1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4])
# print('P,0,'+str(beat)+',1,31')
# beat += duration

P	0	0	1	31
P	0	4	1	31
P	0	6	1	31
P	0	8	1	31
P	0	10	1	31
P	0	11	1	31
P	0	13	1	31
P	0	14	1	31
P	0	17	1	31
P	0	18	1	31
P	0	19	1	31
P	0	20	1	31
P	0	23	1	31
P	0	27	1	31
P	0	28	1	31
P	0	29	1	31
P	0	30	1	31
P	0	31	1	31
P	0	32	1	31
P	0	34	1	31
P	0	37	1	31
P	0	39	1	31
P	0	41	1	31
P	0	43	1	31
P	0	45	1	31
P	0	47	1	31
P	0	48	1	31
P	0	50	1	31
P	0	52	1	31
P	0	54	1	31
P	0	55	1	31
P	0	57	1	31
P	0	58	1	31
P	0	59	1	31
P	0	61	1	31
P	0	63	1	31
P	0	65	1	31
P	0	66	1	31
P	0	69	1	31
P	0	71	1	31
P	0	73	1	31
P	0	75	1	31
P	0	77	1	31
P	0	80	1	31
P	0	82	1	31
P	0	83	1	31
P	0	84	1	31
P	0	88	1	31
P	0	89	1	31
P	0	91	1	31
P	0	92	1	31
P	0	93	1	31
P	0	97	1	31
P	0	99	1	31
P	0	100	1	31
P	0	102	1	31
P	0	103	1	31
P	0	104	1	31
P	0	106	1	31
P	0	109	1	31
P	0	112	1	31
P	0	113	1	31
P	0	116	1	31
P	0	117	1	31
P	0	119	1	31
P	0	121	1	31
P	0	123	1	31
P	0	125	1	31
P	0	128	1	31
P	0	132	1	31
P	0	133	1	31
P	0	135	1	31
P	0	137	1	31
P	0	139	1	31
P	0	141	1	31
P	0	142	1	31
P	0	144	1	31
P	0	145	1	31
P	0	147	1	31
P	0	149	1	31
P	0	151	1	31
P	0	152	1	31
P	0	153	1	31
P	0	156	1	31
P	0	158	1	31
P	0	160	1	31
P	0	164	1	31
P	0	166	1	31
P	0	167	1	31
P	0	169	1	31
P	0	171	1	31
P	0	173	1	31
P	0	177	1	31
P	0	178	1	31
P	0	181	1	31
P	0	182	1	31
P	0	183	1	31
P	0	185	1	31
P	0	188	1	31
P	0	191	1	31
P	0	193	1	31
P	0	197	1	31
P	0	199	1	31
P	0	201	1	31
P	0	202	1	31
P	0	204	1	31
P	0	205	1	31
P	0	207	1	31
P	0	210	1	31
P	0	214	1	31
P	0	215	1	31
P	0	217	1	31
P	0	219	1	31
P	0	221	1	31
P	0	222	1	31
P	0	223	1	31
P	0	225	1	31
P	0	226	1	31
P	0	227	1	31
P	0	229	1	31
P	0	231	1	31
P	0	232	1	31
P	0	236	1	31
P	0	237	1	31
P	0	240	1	31
P	0	242	1	31
P	0	243	1	31
P	0	246	1	31
P	0	248	1	31
P	0	249	1	31
P	0	251	1	31
P	0	253	1	31
P	0	254	1	31
P	0	257	1	31
P	0	260	1	31
P	0	262	1	31
P	0	264	1	31
P	0	267	1	31
P	0	268	1	31
P	0	269	1	31
P	0	271	1	31
P	0	273	1	31
P	0	274	1	31
P	0	275	1	31
P	0	277	1	31
P	0	278	1	31
P	0	281	1	31
P	0	284	1	31
P	0	288	1	31
P	0	290	1	31
P	0	291	1	31
P	0	294	1	31
P	0	295	1	31
P	0	297	1	31
P	0	298	1	31
P	0	300	1	31
P	0	301	1	31
P	0	303	1	31
P	0	305	1	31
P	0	306	1	31
P	0	307	1	31
P	0	308	1	31
