# Randomized rhythm with randomized blues scale
#!R_instrument:BRASS__TROMBONE

# Generator script:
#import random
#beat = 0
#for x in range(300):
# duration = random.choice([1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4])
# note = random.choice(['4C','4C','4C','4C','4D','4D','4Eb','4E','4E','4E','4E','4G','4G','4G','4G','4A','4A','5C','5C','5C','5C'])
# print('R,0,'+str(beat)+','+str(duration)+','+note)
# beat += duration

R	0	0	1	4C
R	0	1	1	4G
R	0	2	1	4A
R	0	3	2	4C
R	0	5	2	4D
R	0	7	2	4D
R	0	9	2	4E
R	0	11	1	4E
R	0	12	1	4C
R	0	13	3	4C
R	0	16	3	4A
R	0	19	1	4E
R	0	20	4	5C
R	0	24	1	5C
R	0	25	1	5C
R	0	26	1	4G
R	0	27	4	4A
R	0	31	3	4E
R	0	34	1	5C
R	0	35	2	4C
R	0	37	3	4E
R	0	40	2	4C
R	0	42	2	5C
R	0	44	1	4C
R	0	45	3	4C
R	0	48	1	4D
R	0	49	1	4A
R	0	50	2	4A
R	0	52	2	4G
R	0	54	4	4A
R	0	58	1	4G
R	0	59	4	4A
R	0	63	3	4A
R	0	66	2	4E
R	0	68	1	4D
R	0	69	1	4G
R	0	70	1	4C
R	0	71	1	5C
R	0	72	2	5C
R	0	74	2	4C
R	0	76	4	4G
R	0	80	2	4D
R	0	82	2	4C
R	0	84	1	5C
R	0	85	1	5C
R	0	86	1	5C
R	0	87	4	4D
R	0	91	1	4A
R	0	92	1	4G
R	0	93	3	4E
R	0	96	3	5C
R	0	99	2	4Eb
R	0	101	1	4A
R	0	102	2	4C
R	0	104	2	4E
R	0	106	2	4E
R	0	108	2	4E
R	0	110	1	5C
R	0	111	1	4G
R	0	112	1	4G
R	0	113	1	5C
R	0	114	2	4Eb
R	0	116	1	4A
R	0	117	2	4Eb
R	0	119	1	4G
R	0	120	2	4E
R	0	122	1	4G
R	0	123	2	4G
R	0	125	1	4C
R	0	126	2	4E
R	0	128	4	4E
R	0	132	1	4C
R	0	133	2	5C
R	0	135	4	4C
R	0	139	3	4G
R	0	142	1	4D
R	0	143	4	4G
R	0	147	2	4E
R	0	149	4	4C
R	0	153	1	4G
R	0	154	2	4D
R	0	156	2	5C
R	0	158	2	4G
R	0	160	2	4E
R	0	162	1	5C
R	0	163	1	4Eb
R	0	164	2	4E
R	0	166	2	4G
R	0	168	1	5C
R	0	169	3	5C
R	0	172	2	4A
R	0	174	4	4E
R	0	178	2	5C
R	0	180	1	4C
R	0	181	1	4E
R	0	182	2	4C
R	0	184	1	4Eb
R	0	185	1	5C
R	0	186	3	4G
R	0	189	3	4C
