# Randomized beat with simple I-III-I-VI oompah baseline
# Beat copied from composition_20210902_1
#!tempo:double
#!L_volume:64
#
# Generator script:
#for idx,note in enumerate(['2C','2G','2C','2G','2E','2B','2E','2B','2C','2G','2C','2G','2E','2A','2E','2A','2C','2G','2C','2C','2C']):
# print('L,0,'+str(4*idx)+',4,'+note)

P	0	0	1	31
P	0	4	1	31
P	0	6	1	31
P	0	8	1	31
P	0	10	1	31
P	0	11	1	31
P	0	13	1	31
P	0	14	1	31
P	0	17	1	31
P	0	18	1	31
P	0	19	1	31
P	0	20	1	31
P	0	23	1	31
P	0	27	1	31
P	0	28	1	31
P	0	29	1	31
P	0	30	1	31
P	0	31	1	31
P	0	32	1	31
P	0	34	1	31
P	0	37	1	31
P	0	39	1	31
P	0	41	1	31
P	0	43	1	31
P	0	45	1	31
P	0	47	1	31
P	0	48	1	31
P	0	50	1	31
P	0	52	1	31
P	0	54	1	31
P	0	55	1	31
P	0	57	1	31
P	0	58	1	31
P	0	59	1	31
P	0	61	1	31
P	0	63	1	31
P	0	65	1	31
P	0	66	1	31
P	0	69	1	31
P	0	71	1	31
P	0	73	1	31
P	0	75	1	31
P	0	77	1	31
P	0	80	1	31

L	0	0	4	2C
L	0	4	4	2G
L	0	8	4	2C
L	0	12	4	2G
L	0	16	4	2E
L	0	20	4	2B
L	0	24	4	2E
L	0	28	4	2B
L	0	32	4	2C
L	0	36	4	2G
L	0	40	4	2C
L	0	44	4	2G
L	0	48	4	2E
L	0	52	4	2A
L	0	56	4	2E
L	0	60	4	2A
L	0	64	4	2C
L	0	68	4	2G
L	0	72	4	2C
L	0	76	4	2C
L	0	80	4	2C

