# Craig loop - chords Em,Em/D,C7,B7 - arpeggiate Em - beat=1+5x3
# Added percussion to outline the odd meters

# Four iterations of Em chord and Em arpeggio
L	0	0	4	3E
L	0	0	4	3G
L	0	0	4	3B
R	0	1	1	5E
R	0	2	1	5G
R	0	3	1	5B
L	0	4	4	3E
L	0	4	4	3G
L	0	4	4	3B
R	0	5	1	5E
R	0	6	1	5G
R	0	7	1	5B
L	1	0	4	3E
L	1	0	4	3G
L	1	0	4	3B
R	1	1	1	5E
R	1	2	1	5G
R	1	3	1	5B
L	1	4	4	3E
L	1	4	4	3G
L	1	4	4	3B
R	1	5	1	5E
R	1	6	1	5G
R	1	7	1	5B
P	0	0	1	64
P	0	1	1	51
P	0	2	1	69
P	0	3	1	51
P	0	4	1	64
P	0	5	1	51
P	0	6	1	69
P	0	7	1	51
P	1	0	1	64
P	1	1	1	51
P	1	2	1	69
P	1	3	1	51
P	1	4	1	64
P	1	5	1	51
P	1	6	1	69
P	1	7	1	51

# Em chord and 5x Em arpeggio
L	2	0	16	3E
L	2	0	16	3G
L	2	0	16	3B
R	2	1	1	5E
R	2	2	1	5G
R	2	3	1	5B
R	2	4	1	5E
R	2	5	1	5G
R	2	6	1	5B
R	2	7	1	5E
R	2	8	1	5G
R	2	9	1	5B
R	2	10	1	5E
R	2	11	1	5G
R	2	12	1	5B
R	2	13	1	5E
R	2	14	1	5G
R	2	15	1	5B
P	2	0	1	64
P	2	1	1	51
P	2	2	1	69
P	2	3	1	51
P	2	4	1	64
P	2	5	1	51
P	2	6	1	51
P	2	7	1	64
P	2	8	1	51
P	2	9	1	51
P	2	10	1	64
P	2	11	1	51
P	2	12	1	51
P	2	13	1	64
P	2	14	1	51
P	2	15	1	51

# Em/D chord and 5x Em arpeggio
L	4	0	16	3D
L	4	0	16	3E
L	4	0	16	3G
L	4	0	16	3B
R	4	1	1	5E
R	4	2	1	5G
R	4	3	1	5B
R	4	4	1	5E
R	4	5	1	5G
R	4	6	1	5B
R	4	7	1	5E
R	4	8	1	5G
R	4	9	1	5B
R	4	10	1	5E
R	4	11	1	5G
R	4	12	1	5B
R	4	13	1	5E
R	4	14	1	5G
R	4	15	1	5B
P	4	0	1	64
P	4	1	1	51
P	4	2	1	69
P	4	3	1	51
P	4	4	1	64
P	4	5	1	51
P	4	6	1	51
P	4	7	1	64
P	4	8	1	51
P	4	9	1	51
P	4	10	1	64
P	4	11	1	51
P	4	12	1	51
P	4	13	1	64
P	4	14	1	51
P	4	15	1	51

# C7 chord and 5x Em arpeggio
L	6	0	16	3C
L	6	0	16	3E
L	6	0	16	3G
L	6	0	16	3Bb
R	6	1	1	5E
R	6	2	1	5G
R	6	3	1	5B
R	6	4	1	5E
R	6	5	1	5G
R	6	6	1	5B
R	6	7	1	5E
R	6	8	1	5G
R	6	9	1	5B
R	6	10	1	5E
R	6	11	1	5G
R	6	12	1	5B
R	6	13	1	5E
R	6	14	1	5G
R	6	15	1	5B
P	6	0	1	64
P	6	1	1	51
P	6	2	1	69
P	6	3	1	51
P	6	4	1	64
P	6	5	1	51
P	6	6	1	51
P	6	7	1	64
P	6	8	1	51
P	6	9	1	51
P	6	10	1	64
P	6	11	1	51
P	6	12	1	51
P	6	13	1	64
P	6	14	1	51
P	6	15	1	51

# B7 chord and 5x Em arpeggio
L	8	0	16	2B
L	8	0	16	3D#
L	8	0	16	3F#
L	8	0	16	3A
R	8	1	1	5E
R	8	2	1	5G
R	8	3	1	5B
R	8	4	1	5E
R	8	5	1	5G
R	8	6	1	5B
R	8	7	1	5E
R	8	8	1	5G
R	8	9	1	5B
R	8	10	1	5E
R	8	11	1	5G
R	8	12	1	5B
R	8	13	1	5E
R	8	14	1	5G
R	8	15	1	5B
P	8	0	1	64
P	8	1	1	51
P	8	2	1	69
P	8	3	1	51
P	8	4	1	64
P	8	5	1	51
P	8	6	1	51
P	8	7	1	64
P	8	8	1	51
P	8	9	1	51
P	8	10	1	64
P	8	11	1	51
P	8	12	1	51
P	8	13	1	64
P	8	14	1	51
P	8	15	1	51

# Four iterations of Em chord and Em arpeggio
L	10	0	4	3E
L	10	0	4	3G
L	10	0	4	3B
R	10	1	1	5E
R	10	2	1	5G
R	10	3	1	5B
L	10	4	4	3E
L	10	4	4	3G
L	10	4	4	3B
R	10	5	1	5E
R	10	6	1	5G
R	10	7	1	5B
L	11	0	4	3E
L	11	0	4	3G
L	11	0	4	3B
R	11	1	1	5E
R	11	2	1	5G
R	11	3	1	5B
L	11	4	4	3E
L	11	4	4	3G
L	11	4	4	3B
R	11	5	1	5E
R	11	6	1	5G
R	11	7	1	5B
P	10	0	1	64
P	10	1	1	51
P	10	2	1	69
P	10	3	1	51
P	10	4	1	64
P	10	5	1	51
P	10	6	1	69
P	10	7	1	51
P	11	0	1	64
P	11	1	1	51
P	11	2	1	69
P	11	3	1	51
P	11	4	1	64
P	11	5	1	51
P	11	6	1	69
P	11	7	1	51

# Four iterations of Em chord and Em arpeggio
L	12	0	4	3E
L	12	0	4	3G
L	12	0	4	3B
R	12	1	1	5E
R	12	2	1	5G
R	12	3	1	5B
L	12	4	4	3E
L	12	4	4	3G
L	12	4	4	3B
R	12	5	1	5E
R	12	6	1	5G
R	12	7	1	5B
L	13	0	4	3E
L	13	0	4	3G
L	13	0	4	3B
R	13	1	1	5E
R	13	2	1	5G
R	13	3	1	5B
L	13	4	4	3E
L	13	4	4	3G
L	13	4	4	3B
R	13	5	1	5E
R	13	6	1	5G
R	13	7	1	5B
P	12	0	1	64
P	12	1	1	51
P	12	2	1	69
P	12	3	1	51
P	12	4	1	64
P	12	5	1	51
P	12	6	1	69
P	12	7	1	51
P	13	0	1	64
P	13	1	1	51
P	13	2	1	69
P	13	3	1	51
P	13	4	1	64
P	13	5	1	51
P	13	6	1	69
P	13	7	1	51

# Em chord and 5x Em arpeggio
L	14	0	16	3E
L	14	0	16	3G
L	14	0	16	3B
R	14	1	1	5E
R	14	2	1	5G
R	14	3	1	5B
R	14	4	1	5E
R	14	5	1	5G
R	14	6	1	5B
R	14	7	1	5E
R	14	8	1	5G
R	14	9	1	5B
R	14	10	1	5E
R	14	11	1	5G
R	14	12	1	5B
R	14	13	1	5E
R	14	14	1	5G
R	14	15	1	5B
P	14	0	1	64
P	14	1	1	51
P	14	2	1	69
P	14	3	1	51
P	14	4	1	64
P	14	5	1	51
P	14	6	1	51
P	14	7	1	64
P	14	8	1	51
P	14	9	1	51
P	14	10	1	64
P	14	11	1	51
P	14	12	1	51
P	14	13	1	64
P	14	14	1	51
P	14	15	1	51

# Em/D chord and 5x Em arpeggio
L	16	0	16	3D
L	16	0	16	3E
L	16	0	16	3G
L	16	0	16	3B
R	16	1	1	5E
R	16	2	1	5G
R	16	3	1	5B
R	16	4	1	5E
R	16	5	1	5G
R	16	6	1	5B
R	16	7	1	5E
R	16	8	1	5G
R	16	9	1	5B
R	16	10	1	5E
R	16	11	1	5G
R	16	12	1	5B
R	16	13	1	5E
R	16	14	1	5G
R	16	15	1	5B
P	16	0	1	64
P	16	1	1	51
P	16	2	1	69
P	16	3	1	51
P	16	4	1	64
P	16	5	1	51
P	16	6	1	51
P	16	7	1	64
P	16	8	1	51
P	16	9	1	51
P	16	10	1	64
P	16	11	1	51
P	16	12	1	51
P	16	13	1	64
P	16	14	1	51
P	16	15	1	51

# C7 chord and 5x Em arpeggio
L	18	0	16	3C
L	18	0	16	3E
L	18	0	16	3G
L	18	0	16	3Bb
R	18	1	1	5E
R	18	2	1	5G
R	18	3	1	5B
R	18	4	1	5E
R	18	5	1	5G
R	18	6	1	5B
R	18	7	1	5E
R	18	8	1	5G
R	18	9	1	5B
R	18	10	1	5E
R	18	11	1	5G
R	18	12	1	5B
R	18	13	1	5E
R	18	14	1	5G
R	18	15	1	5B
P	18	0	1	64
P	18	1	1	51
P	18	2	1	69
P	18	3	1	51
P	18	4	1	64
P	18	5	1	51
P	18	6	1	51
P	18	7	1	64
P	18	8	1	51
P	18	9	1	51
P	18	10	1	64
P	18	11	1	51
P	18	12	1	51
P	18	13	1	64
P	18	14	1	51
P	18	15	1	51

# B7 chord and 5x Em arpeggio
L	20	0	16	2B
L	20	0	16	3D#
L	20	0	16	3F#
L	20	0	16	3A
R	20	1	1	5E
R	20	2	1	5G
R	20	3	1	5B
R	20	4	1	5E
R	20	5	1	5G
R	20	6	1	5B
R	20	7	1	5E
R	20	8	1	5G
R	20	9	1	5B
R	20	10	1	5E
R	20	11	1	5G
R	20	12	1	5B
R	20	13	1	5E
R	20	14	1	5G
R	20	15	1	5B
P	20	0	1	64
P	20	1	1	51
P	20	2	1	69
P	20	3	1	51
P	20	4	1	64
P	20	5	1	51
P	20	6	1	51
P	20	7	1	64
P	20	8	1	51
P	20	9	1	51
P	20	10	1	64
P	20	11	1	51
P	20	12	1	51
P	20	13	1	64
P	20	14	1	51
P	20	15	1	51



